feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
0.25861,0.421693,-0.550101,0.459227,0.072529,-0.648596,0.699781,1
2.10416,2.06034,0.63063,2.1091,1.93902,0.649659,1.84733,1
0.849736,1.03427,-0.469693,0.982854,0.382287,0.0823374,1.04567,1
1.7811,1.79233,0.427494,1.95111,1.58425,-0.423796,1.85547,1
2.0148,2.04502,0.224357,2.14522,1.47041,0.499349,2.12201,1
-1.39448,-1.24758,-2.55184,-0.703135,-1.61658,1.17175,-0.435564,1
-0.940827,-0.987233,-0.300412,-0.885953,-0.750844,0.287185,-0.805874,1
0.57823,0.597809,0.478278,0.556278,0.551727,1.21831,0.960218,1
0.660713,0.812211,-0.304644,0.673643,0.474949,0.811275,0.787271,1
-0.810229,-0.841746,-0.220004,-0.815985,-0.772024,0.479396,-0.826221,1
-0.0197697,-0.0300819,0.46135,-0.188536,0.0857665,-0.662563,-0.604442,0
0.454506,0.628438,-0.516245,0.301236,0.339927,0.389609,0.600082,1
1.40993,1.42479,0.50367,1.39814,1.31421,-0.220943,1.50551,1
1.82578,1.89188,0.105861,1.99625,1.36186,-1.19064,1.58079,1
-1.46322,-1.64575,-0.262324,-1.64657,-1.24857,0.847855,-1.24943,1
-0.975195,-0.795803,-1.9509,-0.504518,-1.2777,2.18934,-0.28093,1
-0.703689,-0.834089,0.634862,-1.05749,-0.351071,0.780016,-1.00527,1
-0.710563,-0.757517,0.0254525,-0.82727,-0.615822,-1.67882,-1.27385,0
-0.518103,-0.466543,-0.380821,-0.54063,-0.488742,1.52625,-0.205647,1
-0.253471,-0.290427,0.465582,-0.197564,-0.0995587,-0.629308,-0.752973,0
-1.20546,-1.29352,-0.482389,-1.29899,-1.08443,-0.23491,-0.824186,1
-0.463114,-0.543115,0.601006,-0.626396,-0.266351,-0.965178,-0.472188,0
0.547299,0.528894,0.719503,0.576592,0.652332,-1.1514,0.254188,0
-0.0507007,-0.267455,1.87484,-0.95592,0.549079,-1.28575,-1.54446,0
-0.122873,0.038833,-0.727846,0.195156,-0.385489,0.276544,-0.0245614,0
0.829115,0.89644,0.224357,0.788751,0.88796,0.557876,0.779133,1
0.00428779,0.0847763,-0.143828,0.111647,-0.00160111,-1.04499,-0.116121,0
0.220805,0.291521,0.0593086,0.289951,0.297567,-0.191679,-0.366386,0
1.33089,1.36353,0.423262,1.33269,1.12624,-1.00575,1.40174,1
-1.25014,-1.09443,-2.29792,-0.788901,-1.51333,1.64197,-0.270756,1
-1.12985,-0.956604,-2.16673,-0.599312,-1.52392,0.240629,-0.45998,1
-0.253471,-0.351685,0.850695,-0.470662,0.114889,-0.665223,-0.83029,0
1.30683,1.41713,-0.0507237,1.48165,0.88796,0.459443,1.41191,1
-1.22952,-1.21695,-1.23146,-1.21999,-1.31211,0.404906,-0.83029,1
0.354839,0.260892,1.17656,-0.0237739,0.657627,-1.9521,-0.645135,0
0.224242,0.230263,0.465582,0.560792,0.363754,0.672272,0.244015,0
-0.164114,-0.129626,0.0677727,-0.134368,-0.279589,-1.48727,-0.21989,0
1.37556,1.23336,1.46434,1.18147,1.44923,-0.570115,1.61131,1
-1.1814,-1.23226,-0.634742,-1.21548,-1.28034,0.835884,-1.18636,1
-1.09892,-1.14038,-0.571261,-1.17485,-1.08178,1.00349,-0.55561,1
0.0249085,-0.0989968,1.25274,-0.551915,0.406114,-1.70143,-0.651239,0
-1.17796,-1.30118,-0.114204,-1.40055,-1.08178,-0.665223,-1.62991,0
1.20716,1.50136,-1.0918,2.34158,0.599382,0.819922,2.11591,1
-0.480298,-0.412942,-0.448533,-0.253989,-0.512569,-0.112534,-0.632927,0
-0.112563,0.0311758,-0.647438,0.253839,-0.385489,-1.47597,0.160593,0
-0.174425,-0.14494,0.0677727,0.00331029,-0.181631,-1.5877,-0.52509,0
-1.02331,-1.17866,0.359782,-1.12068,-0.809089,-0.0686379,-0.561714,1
0.0627131,0.161348,-0.220004,0.165815,-0.123386,-1.17535,0.0629294,0
1.42024,1.53965,-0.0972758,1.8518,0.776765,-1.03501,2.12608,1
-0.559344,-0.550772,-0.1269,-0.527088,-0.499332,0.303812,-0.651239,0
-0.524976,-0.4742,-0.410445,-0.197564,-0.491389,2.21794,0.0649641,1
0.863483,0.919412,0.317461,1.16567,0.83501,-0.115859,1.14537,1
-0.748367,-0.948947,1.13001,-1.45472,-0.327244,-0.931259,-1.34913,1
1.85328,1.79999,0.791447,1.54936,1.86224,1.46373,1.5869,1
1.47179,1.34056,1.37546,1.25144,1.70339,-1.05829,1.04974,1
-0.311896,-0.298084,0.0762367,-0.0982553,-0.287531,-1.04831,-0.805874,0
-0.0163329,-0.0300819,0.478278,0.0619926,0.077824,-0.391206,-0.201578,0
-0.940827,-0.834089,-1.34572,-1.05974,-0.599937,-1.462,-1.80897,0
-0.32908,-0.412942,0.719503,-0.427779,-0.157804,0.190082,-1.36337,0
0.183,0.077119,1.18502,-0.342013,0.546432,-0.0666426,0.0629294,1
-1.31544,-1.19398,-2.20482,-0.685079,-1.47626,2.01841,-0.498639,1
0.289541,0.146034,1.4728,-0.229162,0.67616,-1.39749,-0.736695,0
-1.25701,-1.15569,-1.93397,-0.854355,-1.5451,1.4052,-0.384698,1
-0.789609,-0.757517,-0.643206,-0.667023,-0.769377,0.478066,-0.472188,1
1.3412,1.24101,1.22311,1.08893,1.61602,0.32443,1.1881,1
-0.610896,-0.489514,-0.973303,-0.353298,-0.700542,1.06667,-0.026596,1
0.464816,0.544209,0.101629,0.445685,0.543784,-0.583417,0.24198,0
1.17623,1.1721,0.677183,1.22887,1.03887,-0.836151,1.60521,1
0.68477,0.850497,-0.368125,0.833891,0.596734,0.648329,0.954114,1
0.695081,0.835183,-0.262324,1.15213,0.541137,-0.00279401,1.13723,1
1.48898,1.58559,0.0296845,1.67124,1.11829,-0.228259,1.67032,1
-1.20202,-1.10209,-1.77315,-1.02137,-1.56363,0.423528,-0.561714,1
0.0902073,-0.0147675,1.1681,-0.111797,0.538489,-0.380565,-0.46405,0
-0.579965,-0.772831,1.26543,-1.10714,-0.152509,-0.824179,-1.27181,0
-1.06455,-0.795803,-2.65764,-0.416494,-1.53715,0.450797,-0.199543,1
-0.287839,-0.206198,-0.359661,-0.044087,-0.266351,-0.986461,-0.561714,0
1.23122,1.08021,1.55321,0.793265,1.35657,-0.476338,1.01109,1
-0.0541375,-0.0530535,0.37671,-0.14791,0.00104639,-0.0759538,-0.384698,0
-1.18484,-1.13272,-1.41766,-1.11165,-1.31211,1.25556,-0.649205,1
0.437322,0.337464,1.22734,0.181614,0.599382,-0.951212,0.0710681,0
-0.72431,-0.680945,-0.617813,-0.527088,-0.801147,-0.795581,-1.09683,0
1.83953,1.78468,0.778751,1.48165,1.60279,0.979543,1.58486,1
1.13155,1.19507,0.262445,0.971569,0.805887,-0.0540059,1.22676,1
1.41337,1.25633,1.55321,0.953513,1.69015,0.421533,0.695711,1
1.33089,1.24867,1.13001,0.851947,1.58425,1.07997,0.958184,1
-1.03706,-1.01786,-0.90559,-0.825013,-1.10826,0.994175,-0.205647,1
2.07323,1.90719,1.35854,1.85406,2.04757,0.875124,1.85751,1
1.40649,1.34822,0.981887,1.16341,1.49953,-0.526885,1.10061,1
0.451069,0.590152,-0.279252,0.488568,0.361107,0.376307,0.787271,1
-0.191609,-0.359342,1.43894,-0.761817,0.207552,-0.665888,-1.18636,0
2.17633,2.02971,1.18079,2.13167,2.05021,1.38325,1.67439,1
0.141759,0.222606,-0.0591877,0.192899,-0.0439612,0.560537,-0.191404,0
0.0489659,0.000546944,0.732199,-0.13211,0.313452,-0.49363,-0.474223,0
-0.906459,-0.834089,-1.08757,-0.612854,-0.96794,-1.35625,-0.468119,1
-1.35324,-1.34712,-1.43036,-1.21999,-1.5451,0.318444,-0.919816,1
-1.17453,-1.09443,-1.58694,-1.02137,-1.42861,-0.983801,-0.561714,1
1.42024,1.60856,-0.507781,2.07751,1.08917,-0.00611946,2.21764,1
-0.672758,-0.604373,-0.71515,-0.301386,-0.615822,1.65261,-0.187335,1
1.40649,1.47839,0.169341,1.84278,1.0071,0.907048,1.94093,1
-0.889275,-0.734545,-1.59541,-0.497747,-1.12679,0.702201,-0.0978094,1
0.0111614,0.00820415,0.427494,-0.168223,0.196962,-1.7839,-0.919816,0
1.38587,1.30227,1.09615,1.02799,1.33804,-1.36423,1.42616,1
