feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,label
0.347937,0.720619,-1.12357,0.767382,1.9186,0.328963,-2.14952,-1.00943,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-2.05898,0.161502,0.257259,-0.784446,-2.17062,-1.00302,-1.69957,1.91387,-0.600356,0.108835,1.04394,1.92359,-0.0494199,1.94452,1.0793,-0.340732,-0.167448,1.95452,-1.28799,2.1043,0
0.347937,0.424683,0.0224,0.767382,-0.076385,0.913227,1.6911,0.794536,-0.390813,0.640692,-0.234997,0.963054,0.359924,1.00462,2.02646,0.699008,0.100907,0.874372,0.270297,1.08769,0.961862,1.05591,-1.78706,0.708903,0.21622,0.887941,1.42842,0.810083,0.192288,1.13299,1.70757,1.24485,2.1043,0
0.347937,0.720619,1.43502,0.407843,1.52844,-0.243386,1.6911,-0.602798,1.28979,-1.62362,1.70762,-1.91607,1.36905,-2.05898,0.723318,-1.24981,-1.17304,-2.1372,-0.778682,-1.75053,-1.48926,-1.22429,-1.73949,0.030297,-1.82659,-0.239945,-1.56979,-0.209617,-1.91367,1.02048,-0.678434,1.22219,0.0426613,1
0.347937,-0.29373,0.119424,-0.586594,-0.125082,-0.407152,-0.229209,0.120245,-0.424956,0.18871,-0.26428,-0.105838,-0.0906772,0.275893,-0.144604,0.14388,-0.207712,0.116006,0.0556271,0.0210133,0.0964056,-0.286792,0.59661,-0.14773,-0.155957,-0.341281,0.195787,0.0256211,0.398971,-0.158139,0.00738697,0.0467344,-0.072384,1
0.347937,0.68377,-0.0807183,0.730891,-0.334344,0.863801,-0.338647,0.882769,-0.518869,0.911909,-0.404413,0.878079,-0.413104,0.903042,-0.434217,0.906477,-0.225889,0.698473,-0.323604,0.895407,-0.351559,0.82829,-0.246436,0.844904,-0.247206,0.535619,-0.257847,0.706763,-0.41485,0.728974,-0.442304,0.753576,-0.541277,1
0.347937,0.720619,-0.297919,0.767382,-0.626113,0.641942,-1.79962,0.860484,0.887018,0.849247,-1.14964,0.777997,-0.830059,0.819835,-0.666409,0.693442,-1.24443,-0.378337,-1.88022,0.928367,0.1973,0.432442,-1.38033,0.27272,-1.48968,-0.116777,-1.44774,0.048716,-1.71039,-0.0396752,-1.78647,-0.92368,-2.16613,1
0.347937,0.0508896,-0.131462,0.717445,-0.103251,-0.110006,0.733576,0.483137,-0.380438,0.311373,-0.597696,0.00134816,-1.17704,0.073405,1.12638,0.624269,0.64805,0.680429,0.264729,0.227465,-0.883396,1.05591,0.121784,0.363774,0.277008,0.28074,0.437103,0.863426,0.208233,0.351307,0.486188,-0.401833,0.995842,1
0.347937,0.445036,0.33692,0.400361,0.641481,0.247506,0.842035,0.0665435,1.07115,-0.193671,1.33441,-0.328891,1.54241,-0.589388,1.72722,-0.896991,1.53286,-1.11836,1.3129,-1.34249,1.0665,-1.59793,0.886075,-1.70883,0.646333,-2.27046,0.286746,-1.65112,-0.0989281,-1.5769,-0.380541,-1.48946,-0.713204,1
-2.8659,-1.28859,-0.100517,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.00728077,-0.57386,0.0462836,-0.552115,-0.0160101,-0.600356,0.108835,-0.68482,0.139995,0.887941,-1.69167,-0.657153,0.054938,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.521125,-0.0603529,0.767382,-0.289965,0.711686,-0.215594,0.661989,-0.257528,0.929584,-0.241666,0.928852,-0.167263,0.966596,-0.0778242,1.00005,-0.0569552,0.858692,-0.015191,0.860905,0.13454,1.05591,0.283636,0.872287,0.230655,0.777616,0.18546,0.986941,0.103799,1.13299,0.0281045,1.12272,0.0145192,1
0.347937,0.582928,0.56282,0.381067,0.958466,0.100324,1.14565,-0.492674,1.54007,-0.762778,1.6419,-1.01766,1.73355,-1.38386,1.61234,-1.80453,1.26311,-2.02684,0.743677,-2.0649,0.100555,-2.15092,-0.267272,-2.12301,-0.782453,-2.31166,-1.13817,-1.37297,-1.63265,-0.854642,-1.82201,-0.476968,-2.05559,1
0.347937,-1.12116,-0.569103,-3.0798,1.9186,-3.14642,1.6911,0.408038,0.600153,-2.30279,-1.58093,-2.25142,-2.20948,-2.05898,2.02646,-0.662566,1.19803,-1.24631,-0.765023,-1.77587,-1.94589,-2.25662,-0.778461,-2.41358,0.60824,0.887941,-1.69167,-2.39361,-0.711125,-2.36667,-1.93975,-2.58171,1.28134,0
0.347937,0.487953,0.731406,0.134963,1.21076,-0.312522,1.42992,-0.961627,1.55105,-1.4688,1.37847,-1.6136,1.00027,-1.73206,0.690811,-1.96563,-0.00564293,-1.6807,-0.588749,-1.41308,-1.05668,-1.05379,-1.18276,-0.670886,-1.23217,-0.545057,-0.97676,0.116768,-0.799102,0.331727,-0.412065,0.408478,0.0293589,1
0.347937,-0.578415,-0.412409,0.178513,-0.304071,0.267642,-0.29784,0.0893808,-0.501261,0.252313,-0.524861,0.353895,-0.320656,0.382108,-0.314205,0.0659541,-0.524342,0.355664,0.142454,0.263459,-0.18528,0.165518,-0.0615866,0.0932583,0.128904,-0.290933,-0.0378935,-0.0391835,-0.147946,-0.052834,-0.160787,-0.11467,-0.208141,1
0.347937,0.609912,-1.21758,0.767382,-0.331609,0.890859,-1.90087,0.767124,1.00873,0.929584,-0.517525,0.963054,-0.441212,1.00462,-0.482802,1.00005,-0.348644,1.0229,-0.348475,1.08769,-0.468606,1.05591,-0.394922,1.04394,-0.447071,0.887941,-0.479073,1.0793,-0.672087,1.13299,-0.785877,1.24485,-0.986191,1
0.347937,-0.514623,0.25206,-0.362823,-0.0910549,-0.579525,0.234066,-0.549018,-0.101365,-0.499795,0.197809,-0.250184,0.558197,-0.390102,0.345654,-0.680979,0.7514,-0.493096,0.52604,-0.143754,0.171729,-0.471465,0.676863,-0.727935,0.700119,-1.16597,0.603786,-0.913906,0.346016,-0.780257,0.613492,-1.03322,0.583895,0
-2.8659,0.720619,-2.36586,0.767382,1.9186,-3.14642,-2.14952,0.9627,-2.44155,-0.84505,-0.313329,-0.644182,-0.188763,-2.05898,2.02646,1.00005,-2.00576,1.0229,-1.88022,-1.78197,1.91387,1.05591,-1.78706,1.04394,-1.82659,0.887941,-1.69167,-2.39361,-1.91367,-0.61684,0.00738697,1.24485,-2.16613,0
0.347937,0.720619,0.266354,0.767382,-0.372103,0.913227,-0.202843,0.9627,-0.630081,0.929584,-0.343865,0.963054,-0.223742,1.00462,-0.294243,1.00005,-0.136792,1.0229,0.159947,1.08769,-0.211083,1.05591,0.0579304,1.04394,-0.311888,0.887941,0.00237736,1.0793,0.218312,1.13299,-0.26899,1.24485,-0.189757,1
0.347937,-1.11387,-0.0849772,-0.887694,-0.340876,-0.902936,-0.387404,-0.761219,-0.50248,-0.430833,-0.336448,-0.445576,-0.0315509,-0.30285,-0.449728,-0.147777,-0.0894456,-0.270587,0.187361,-0.36075,-0.0160101,-0.414639,0.104493,-0.423726,-0.0625044,-0.885251,0.151389,-0.462445,-0.0756986,-0.448664,-0.135202,-0.44515,-0.177501,0
0.347937,0.720619,-0.127226,0.767382,-0.258933,0.913227,-0.259261,0.9627,-0.407141,0.929584,-0.370097,0.963054,-0.232956,1.00198,-0.222532,0.992412,-0.0579014,1.01195,-0.0202192,1.08769,-0.0909089,1.05591,0.0133011,1.04394,0.0430228,0.88488,0.0259399,1.06888,-0.0691628,1.11649,-0.119119,1.22516,-0.173294,1
0.347937,0.696951,-0.0509744,0.634692,0.488511,0.586507,0.447162,0.463869,0.63597,0.460797,0.735119,0.241019,1.02729,0.133482,1.28987,-0.103474,1.42532,-0.120715,1.37312,-0.428884,1.40624,-0.495382,1.4603,-0.969874,1.51098,-1.37,1.22656,-0.938616,1.15352,-1.22433,0.867924,-1.30905,0.76904,1
-2.8659,-3.2978,-2.36586,0.767382,1.9186,0.913227,-2.14952,-2.98156,1.69196,0.929584,-2.33428,-2.25142,-2.20948,-0.527182,-0.155185,1.00005,2.02032,-2.17062,-1.88022,1.08769,-1.94589,1.05591,-1.78706,1.04394,2.10658,0.887941,-1.69167,1.0793,-1.91367,-2.36667,1.95452,1.24485,-2.16613,0
0.347937,0.674689,0.331007,0.434274,0.752373,0.340229,0.898626,-0.0634397,1.36702,-0.287655,1.55894,-0.478814,1.7096,-0.730207,1.68372,-1.13613,1.85171,-1.40649,1.57833,-1.67168,0.939437,-1.88244,0.74466,-2.16076,0.491012,-2.66325,0.101736,-2.0874,-0.325416,-1.79428,-0.648059,-1.81531,-1.09212,1
-2.8659,-1.28859,-0.100517,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.00728077,-0.57386,0.0462836,-0.552115,-0.0160101,-0.600356,0.108835,-0.68482,0.139995,0.887941,1.94452,-0.657153,0.054938,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.194407,1.78726,-2.62179,-0.768188,-0.439995,-0.503544,-0.117279,-0.670052,-2.03911,-0.0544857,-0.108442,-0.188763,-0.0895323,-0.31102,-1.23635,1.03721,-0.193671,0.0921535,0.1897,0.075891,-0.324306,-0.387699,-1.67462,-0.0612654,-0.567122,-0.80224,1.0793,0.054938,-1.7834,-0.0853357,-0.167342,0.0199213,0
0.347937,0.544633,-0.00204307,0.65564,-0.202012,0.805748,-0.126568,0.836128,-0.347494,0.786034,-0.185039,0.846786,0.0550775,0.882807,-0.0196835,0.820428,0.263379,0.763333,0.324451,0.775849,0.212662,0.675648,0.378469,0.624799,0.3622,0.375547,0.367906,0.495628,0.356134,0.624229,0.216782,0.580137,0.2135,1
0.347937,-1.08496,0.144389,-1.15621,-0.25149,-1.1166,-0.229209,0.0699158,1.32887,-0.293476,1.70762,-0.644182,-0.188763,-0.527182,-0.155185,-0.016713,-2.00576,-0.0452037,-1.88022,-0.552115,-0.0160101,-0.600356,0.108835,-1.42072,-1.82659,0.887941,-1.69167,0.30493,-0.410617,-0.61684,0.00738697,-0.66843,-0.0309181,0
-2.8659,-1.28859,-0.100517,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,-0.84505,-0.313329,0.963054,1.83196,1.00462,2.02646,1.00005,-2.00576,-0.57386,0.0462836,1.08769,1.91387,1.05591,-1.78706,1.04394,2.10658,0.887941,0.126426,1.0793,2.02354,1.13299,-1.93975,-0.66843,-0.0309181,0
0.347937,-0.336868,-0.338967,0.455395,-0.213383,0.571304,-0.178993,0.33992,-0.483569,0.369172,-0.313329,0.639292,-0.0871612,0.672445,-0.02961,0.744573,0.960816,1.0229,0.147675,0.637564,0.131259,0.564016,0.26318,0.0430725,0.554021,0.218032,0.289473,0.256778,-0.359512,0.435684,0.193027,0.430136,0.176603,1
0.347937,-3.2978,0.536156,-0.728748,0.0747401,-2.65303,-1.59232,-1.61525,1.0976,-2.61968,1.70762,-1.95728,0.49802,-1.7386,-0.212213,-2.20436,-1.66368,-1.53401,-0.998804,-0.627136,-1.61795,0.958489,-1.67554,-2.41358,-0.708332,0.391723,0.293255,-2.39361,0.157876,-0.296603,0.0582852,-1.43759,-1.06097,0
0.347937,-0.0404491,-1.54209,-1.15621,-0.25149,-1.1166,-0.229209,-0.329638,0.220181,-0.0854533,0.482803,-0.765946,0.85987,0.0298407,0.530701,-1.48835,0.670677,-0.380316,-0.238318,-0.521057,-1.04674,-1.55397,0.446361,-0.180594,-0.396353,-0.550287,-0.920362,0.092683,0.532167,-0.298685,-0.0368715,-0.342311,-0.920598,0
0.347937,0.641999,0.0947549,0.705057,0.166882,0.832562,0.297935,0.924125,0.349642,0.803,0.621986,0.7423,0.872459,0.741453,1.12749,0.567086,1.39758,0.527955,1.45533,0.341136,1.31214,0.200267,1.55345,0.0173141,1.60882,-0.402226,1.64992,-0.224012,1.74914,-0.376133,1.69818,-0.495316,1.81145,1
0.347937,0.720619,0.0143353,0.767382,-0.0165339,0.913227,0.145213,0.9627,0.213257,0.929584,0.390487,0.963054,0.584385,0.921515,0.780324,0.824101,1.02167,0.638179,1.17908,0.77029,1.14119,0.717668,1.29866,0.467274,1.39747,0.10176,1.38882,0.203052,1.4858,0.206054,1.40327,-0.0297584,1.57568,1
0.347937,0.315703,0.766315,0.398129,-0.619624,0.913227,-0.37617,0.926235,-0.527694,0.401045,0.10426,0.958955,-0.146227,0.977257,-0.100928,1.00005,-0.255904,0.953652,0.194952,1.08769,-0.012324,0.895352,0.692846,1.04394,-0.145966,0.887941,0.119263,0.656267,0.210615,1.13299,-0.357701,1.24485,-0.153479,1
0.347937,0.720619,0.166,0.767382,0.259111,0.913227,0.561497,0.9627,-0.25323,0.929584,0.16218,0.963054,0.0489749,1.00462,0.871473,1.00005,-0.111126,1.0229,-0.180369,1.08769,0.665123,1.05591,0.889487,1.04394,-0.0913739,0.887941,0.494137,1.0793,0.170731,1.13299,0.69461,1.24485,0.471476,1
0.347937,0.485642,-0.598802,0.767382,0.537838,0.556039,0.139606,0.668576,-0.252837,0.762023,-0.400068,0.72507,0.316417,0.666042,0.39725,0.501781,1.17363,0.560321,0.798697,0.647829,0.516155,1.05591,0.769951,0.296422,1.16339,0.303115,1.09429,0.747657,1.20823,0.136043,1.38836,0.333382,1.12605,1
0.347937,-0.665052,-0.334867,-0.691892,-0.475986,-0.696625,-0.361652,-0.863395,-0.487041,-0.780294,-0.387881,-0.616747,-0.236917,-0.515831,-0.187517,-0.613473,-0.0106956,-0.572615,0.036208,-0.552164,-0.0217805,-0.60082,0.105688,-0.685356,0.138225,-1.04976,0.125554,-0.657466,0.0544656,-0.61705,0.00715332,-0.668583,-0.0310462,1
0.347937,0.720619,0.421825,0.767382,-1.95521,0.913227,-0.42894,0.9627,-0.0562268,0.929584,0.248899,0.932838,-0.327405,1.00462,-0.0109787,0.932123,-0.37427,0.760779,-0.254886,1.04506,0.055936,1.04968,0.284053,1.04394,0.115354,0.815063,0.0428482,0.925887,0.131418,1.13299,-0.259799,1.17832,-0.281101,1
