label,x,y
diabetes_diagnosed-10,0.7241913,9.29288
diabetes_diagnosed-10,-39.317112,15.112553
diabetes_diagnosed-10,0.902729,-10.719646
diabetes_diagnosed-10,-35.329372,11.148984
diabetes_diagnosed-10,12.0433,-30.102554
diabetes_diagnosed-10,42.426502,-1.1326501
diabetes_diagnosed-10,42.20185,10.584403
diabetes_diagnosed-10,-39.58682,19.144777
diabetes_diagnosed-10,27.882864,-11.993344
diabetes_diagnosed-10,-8.464881,3.2358878
diabetes_diagnosed-10,45.636147,2.5563128
diabetes_diagnosed-10,-11.039259,28.07769
diabetes_diagnosed-10,47.050186,10.663164
diabetes_diagnosed-10,-6.994606,1.4237223
diabetes_diagnosed-10,-7.5411043,3.9511425
diabetes_diagnosed-10,45.50327,8.4683275
diabetes_diagnosed-10,37.19795,-2.262958
diabetes_diagnosed-10,31.630304,-15.956212
diabetes_diagnosed-10,44.25633,9.506204
diabetes_diagnosed-10,39.605522,-12.554033
diabetes_diagnosed-10,46.059555,1.8168592
diabetes_diagnosed-10,-0.32207766,8.032387
diabetes_diagnosed-10,-46.30811,-14.584985
diabetes_diagnosed-10,1.4749619,4.88542
diabetes_diagnosed-10,50.605732,12.278577
diabetes_diagnosed-10,-7.142106,2.0647845
diabetes_diagnosed-10,-30.794325,19.3176
diabetes_diagnosed-10,-34.971146,19.779701
diabetes_diagnosed-10,15.928574,-29.33884
diabetes_diagnosed-10,51.161354,11.465424
diabetes_diagnosed-10,7.4942346,-29.537758
diabetes_diagnosed-10,0.7394787,-8.904125
diabetes_diagnosed-10,1.1679158,8.454612
diabetes_diagnosed-10,-9.7776785,28.373158
diabetes_diagnosed-10,-6.9458785,16.0129
diabetes_diagnosed-10,35.83735,-15.359368
diabetes_diagnosed-10,26.245007,-13.546529
diabetes_diagnosed-10,-38.807674,6.5949287
diabetes_diagnosed-10,-47.79625,1.6056623
diabetes_diagnosed-10,-1.2457142,-13.482172
diabetes_diagnosed-10,-3.1490417,11.975356
diabetes_diagnosed-10,-7.9537044,21.470625
diabetes_diagnosed-10,-4.067016,13.037199
diabetes_diagnosed-10,6.2257996,-19.57095
diabetes_diagnosed-10,26.298544,-15.381744
diabetes_diagnosed-10,-1.305569,-12.624791
diabetes_diagnosed-10,1.6312273,-7.864048
diabetes_diagnosed-10,16.070017,-27.887436
diabetes_diagnosed-10,45.43696,17.597513
diabetes_diagnosed-10,-4.9299617,13.385543
diabetes_diagnosed-10,-2.367623,-1.2983383
diabetes_diagnosed-10,-45.005737,1.1416819
diabetes_diagnosed-10,4.026333,-18.969715
diabetes_diagnosed-10,-39.409748,17.644995
diabetes_diagnosed-10,42.910267,11.404648
diabetes_diagnosed-10,-9.775834,2.5248034
diabetes_diagnosed-10,-13.518308,19.561901
diabetes_diagnosed-10,17.156475,-22.502853
diabetes_diagnosed-10,49.261417,17.89022
diabetes_diagnosed-10,40.022987,-3.7064848
diabetes_diagnosed-10,36.556202,-4.1083055
hypertensive_diagnosed-10,37.648746,-11.820628
hypertensive_diagnosed-10,20.277857,-20.417727
hypertensive_diagnosed-10,36.40552,-13.383136
hypertensive_diagnosed-10,-35.437824,8.967417
hypertensive_diagnosed-10,34.149,-10.703525
hypertensive_diagnosed-10,44.495487,-2.5257533
hypertensive_diagnosed-10,20.648464,-20.061684
hypertensive_diagnosed-10,39.842514,9.181091
hypertensive_diagnosed-10,8.548667,-26.787125
hypertensive_diagnosed-10,27.429235,-15.535669
hypertensive_diagnosed-10,48.4192,21.401632
hypertensive_diagnosed-10,44.90794,1.774905
hypertensive_diagnosed-10,25.533903,-11.890479
hypertensive_diagnosed-10,41.76575,-2.300871
hypertensive_diagnosed-10,43.005634,-1.8406796
hypertensive_diagnosed-10,9.4080925,-27.404696
hypertensive_diagnosed-10,28.00346,-16.394505
hypertensive_diagnosed-10,38.016014,-5.544784
hypertensive_diagnosed-10,-9.688669,26.602833
hypertensive_diagnosed-10,37.092697,5.357176
hypertensive_diagnosed-10,12.807778,-24.188675
hypertensive_diagnosed-10,43.720936,17.809977
hypertensive_diagnosed-10,11.9537735,-23.89398
hypertensive_diagnosed-10,42.53047,12.25205
hypertensive_diagnosed-10,-3.2268395,0.045334116
hypertensive_diagnosed-10,38.767708,7.794863
hypertensive_diagnosed-10,-45.125565,3.4191632
hypertensive_diagnosed-10,6.5320425,-18.59796
hypertensive_diagnosed-10,-44.515694,11.121009
hypertensive_diagnosed-10,48.624905,19.650595
hypertensive_diagnosed-10,-1.2202772,4.638461
hypertensive_diagnosed-10,44.781113,18.539198
hypertensive_diagnosed-10,13.217597,-21.990011
hypertensive_diagnosed-10,8.83975,-22.829185
hypertensive_diagnosed-10,33.947018,-14.160293
hypertensive_diagnosed-10,48.92303,12.425302
hypertensive_diagnosed-10,49.568226,20.172459
hypertensive_diagnosed-10,-13.261974,22.38381
hypertensive_diagnosed-10,26.82272,-11.938919
hypertensive_diagnosed-10,7.384237,-17.820875
hypertensive_diagnosed-10,37.253944,-5.0929213
hypertensive_diagnosed-10,2.8476853,-19.102266
hypertensive_diagnosed-10,9.197312,-25.139696
hypertensive_diagnosed-10,26.957884,-16.396057
hypertensive_diagnosed-10,-14.450138,22.955986
hypertensive_diagnosed-10,-0.47958305,-12.376808
hypertensive_diagnosed-10,45.14232,9.392503
hypertensive_diagnosed-10,-1.0413263,8.371909
hypertensive_diagnosed-10,-7.543308,24.467577
hypertensive_diagnosed-10,40.42291,-11.356413
hypertensive_diagnosed-10,46.43655,11.142531
hypertensive_diagnosed-10,38.725147,0.7020572
hypertensive_diagnosed-10,32.843853,-15.533836
hypertensive_diagnosed-10,35.919933,2.556838
hypertensive_diagnosed-10,49.794228,19.275387
hypertensive_diagnosed-10,39.02186,8.7837305
hypertensive_diagnosed-10,37.538994,0.9944961
hypertensive_diagnosed-10,46.5451,-0.29451993
hypertensive_diagnosed-10,16.085636,-25.98693
hypertensive_diagnosed-10,46.78692,17.234222
hypertensive_diagnosed-10,0.5800974,-18.224432
hypertensive_diagnosed-10,0.9628136,5.808567
hypertensive_diagnosed-10,45.78837,6.6116033
hypertensive_diagnosed-10,11.772461,-21.845968
hypertensive_diagnosed-10,-8.250132,23.430695
hypertensive_diagnosed-10,33.697643,-15.303479
hypertensive_diagnosed-10,37.649693,6.4019537
hypertensive_diagnosed-10,44.695164,16.891111
hypertensive_diagnosed-10,36.67148,-11.336368
hypertensive_diagnosed-10,8.372841,-30.28269
hypertensive_diagnosed-10,45.490147,0.6107282
hypertensive_diagnosed-10,5.5131984,-18.344294
hypertensive_diagnosed-10,7.0738153,-31.106441
hypertensive_diagnosed-10,42.865173,-2.6244721
hypertensive_diagnosed-10,2.508648,-2.7489228
hypertensive_diagnosed-10,46.007515,9.806201
hypertensive_diagnosed-10,49.107407,15.892399
hypertensive_diagnosed-10,8.6229315,-28.926174
hypertensive_diagnosed-10,37.656048,-3.4076753
hypertensive_diagnosed-10,1.4157859,-19.445566
hypertensive_diagnosed-10,16.111166,-30.603283
hypertensive_diagnosed-10,-14.253818,24.646591
hypertensive_diagnosed-10,31.19101,-14.917079
hypertensive_diagnosed-10,35.950256,-11.945103
hypertensive_diagnosed-10,7.7802615,-20.689777
hypertensive_diagnosed-10,46.079372,18.12955
hypertensive_diagnosed-10,35.137894,-11.504964
hypertensive_diagnosed-10,-40.691124,16.093561
hypertensive_diagnosed-10,12.466693,-25.30446
hypertensive_diagnosed-10,36.76775,2.3269212
hypertensive_diagnosed-10,30.372826,-17.736763
hypertensive_diagnosed-10,-0.103004225,-1.7915626
hypertensive_diagnosed-10,47.110752,19.2687
hypertensive_diagnosed-10,18.040125,-21.846739
hypertensive_diagnosed-10,45.74156,-2.2566898
hypertensive_diagnosed-10,1.6487652,-10.230641
hypertensive_diagnosed-10,5.6871004,-29.46967
hypertensive_diagnosed-10,29.675196,-12.842527
hypertensive_diagnosed-10,15.044461,-27.564714
hypertensive_diagnosed-10,36.125217,1.395601
