label,x,y
cylinder-bands,35.138157,3.370934
cylinder-bands,41.30479,-5.3518662
cylinder-bands,28.858511,16.00312
cylinder-bands,-3.1504328,10.569643
cylinder-bands,-1.2124231,12.03683
cylinder-bands,17.717407,23.431593
cylinder-bands,19.073101,23.169592
cylinder-bands,7.207969,18.09499
cylinder-bands,27.347754,-6.1908307
cylinder-bands,31.160954,-9.099777
cylinder-bands,8.785314,18.529783
cylinder-bands,10.128651,3.972238
cylinder-bands,25.196531,13.054971
cylinder-bands,38.012035,1.5713587
cylinder-bands,30.358091,-7.556554
cylinder-bands,27.169125,0.9779794
cylinder-bands,46.423088,0.10362837
cylinder-bands,44.186306,-3.1175377
cylinder-bands,30.503117,3.8148394
cylinder-bands,31.7439,2.4905581
cylinder-bands,26.01456,1.127741
cylinder-bands,18.450197,21.312538
cylinder-bands,11.635996,29.12716
cylinder-bands,26.7891,-5.6707807
cylinder-bands,30.401775,12.531591
cylinder-bands,19.595808,27.390764
cylinder-bands,34.31296,2.2851064
cylinder-bands,26.508837,12.999662
cylinder-bands,16.339203,27.54193
cylinder-bands,28.510788,1.2793269
cylinder-bands,16.623524,28.419474
cylinder-bands,28.949718,5.6341467
cylinder-bands,24.572992,15.683237
cylinder-bands,16.829363,29.500137
breast-cancer,-3.9253507,2.7863088
breast-cancer,22.756025,5.2482986
breast-cancer,-34.872917,15.060857
breast-cancer,19.686943,-26.874647
breast-cancer,-7.0707064,-14.014219
breast-cancer,33.933163,-20.867542
breast-cancer,7.1351748,-0.38862917
breast-cancer,-4.608415,-14.411325
breast-cancer,-4.34813,10.408438
breast-cancer,-2.809402,7.417123
breast-cancer,-1.1210752,2.9838116
breast-cancer,-32.07071,-10.183191
breast-cancer,-1.944292,8.05706
breast-cancer,9.036231,3.5786352
breast-cancer,-31.50546,13.800377
breast-cancer,-33.939114,14.91918
breast-cancer,-34.994858,11.476786
breast-cancer,6.6178617,12.774023
breast-cancer,51.595974,-3.444387
breast-cancer,-28.330067,15.398028
breast-cancer,-34.82418,-12.438259
breast-cancer,34.213898,-16.994959
breast-cancer,-33.597885,-12.161934
breast-cancer,6.4499536,16.768784
breast-cancer,34.679974,-16.563894
breast-cancer,-16.288265,-36.506474
breast-cancer,-2.8324685,0.47571728
breast-cancer,29.428549,-12.559559
breast-cancer,14.306383,-2.2199066
breast-cancer,49.6976,-1.1142689
breast-cancer,50.657757,-1.5440041
breast-cancer,11.501904,-3.3503458
breast-cancer,32.222095,-23.452494
breast-cancer,17.6533,-28.95848
breast-cancer,9.2999525,2.4426453
breast-cancer,30.251904,6.1171594
breast-cancer,-21.327667,37.53377
breast-cancer,11.756004,-32.158558
breast-cancer,-5.535976,2.6366463
breast-cancer,-22.391516,43.666294
breast-cancer,-0.69611394,1.9749366
breast-cancer,-6.827853,-15.460972
breast-cancer,-8.166516,-12.669863
breast-cancer,-22.566149,44.407143
breast-cancer,8.680586,-1.6220934
breast-cancer,-8.007779,-14.380843
breast-cancer,6.7211986,13.932808
breast-cancer,-5.1789284,-13.571077
breast-cancer,-35.073925,15.654715
breast-cancer,11.622439,29.89452
breast-cancer,-20.899004,0.4000414
breast-cancer,12.850248,-1.9039261
breast-cancer,-6.8634048,-39.76022
breast-cancer,-33.255257,-10.138651
breast-cancer,22.192873,5.5725565
breast-cancer,-17.149595,26.602331
breast-cancer,14.133855,-30.76122
breast-cancer,18.293985,-27.487572
breast-cancer,11.848332,-0.63114077
breast-cancer,-15.668099,49.255062
breast-cancer,29.298904,-25.10908
breast-cancer,20.697996,-27.600245
breast-cancer,21.054586,-29.028511
breast-cancer,26.75711,-25.60923
breast-cancer,30.770355,-24.062298
breast-cancer,-7.3913527,14.142796
breast-cancer,11.133289,-3.9118752
breast-cancer,1.385496,-41.10835
breast-cancer,3.8175867,-27.524338
breast-cancer,-0.02915655,2.8959851
breast-cancer,-1.420011,8.826974
breast-cancer,31.61787,-24.78562
breast-cancer,-28.248247,-22.783478
breast-cancer,2.4948993,-32.737812
breast-cancer,27.657322,-29.649363
breast-cancer,6.1235294,0.20892195
breast-cancer,-7.6790085,13.287784
breast-cancer,49.696255,-0.30139163
breast-cancer,33.33183,-22.188177
breast-cancer,30.71277,-25.084814
breast-cancer,27.844069,-24.678995
breast-cancer,-1.796425,2.323002
breast-cancer,-5.3765087,-14.726236
breast-cancer,32.73275,-14.169721
breast-cancer,21.506042,-26.743866
breast-cancer,4.280446,-30.902504
breast-cancer,3.7228239,-28.812504
breast-cancer,29.98883,-12.787297
breast-cancer,12.124819,-2.0415103
breast-cancer,-3.589133,1.585241
breast-cancer,7.7348013,-1.909012
breast-cancer,-26.896414,2.0516145
breast-cancer,-8.350256,-13.395221
breast-cancer,31.517675,-4.8201437
breast-cancer,-22.301996,-26.316622
breast-cancer,-8.838102,1.125796
breast-cancer,11.01588,28.897984
breast-cancer,7.7255054,1.6199819
breast-cancer,-28.838266,-21.579407
breast-cancer,3.4459758,-36.38476
monks-2,-19.713177,-25.86192
monks-2,-22.428854,-28.063828
monks-2,-17.987228,-31.422716
monks-2,3.761802,-30.053059
monks-2,-9.982295,-34.56205
monks-2,-21.22626,-25.90754
monks-2,19.942577,-30.57384
monks-2,-31.289497,-17.714764
monks-2,-8.611259,-39.691914
monks-2,-13.660032,-35.8548
monks-2,17.12656,-32.856922
monks-2,-23.580341,-28.562798
monks-2,-21.11762,-17.918484
monks-2,-5.0630274,-37.070724
monks-2,-35.25909,10.647457
monks-2,-17.88729,-30.358088
monks-2,-17.260675,-29.25885
monks-2,-14.593619,-35.41542
monks-2,13.641212,-30.782087
monks-2,-23.065868,-19.310965
monks-2,34.813908,-21.062883
monks-2,-7.9907246,-38.579037
monks-2,-14.96974,-33.974567
monks-2,-30.341555,-21.823412
monks-2,-9.629727,-9.495886
monks-2,2.5031993,-40.460155
monks-2,-6.1544657,-36.61451
monks-2,17.94794,-33.88714
monks-2,-23.75071,-27.511131
monks-2,31.993204,-13.34752
monks-2,-21.911238,-18.258652
monks-2,-33.885666,-10.974081
monks-2,12.945911,-32.226685
monks-2,4.051612,-35.43888
monks-2,-9.8658695,-39.914234
monks-2,-29.699562,-20.120396
monks-2,-22.520424,-19.848883
monks-2,-33.01296,-19.975058
monks-2,-23.954178,-29.391495
monks-2,1.9338785,-41.232643
monks-2,25.933054,-28.044
monks-2,-4.876863,-35.79554
monks-2,-14.957388,-31.39403
monks-2,2.956903,-33.842957
monks-2,-9.809871,-42.46105
monks-2,-21.490969,-19.128792
monks-2,-4.2598343,-37.444492
monks-2,-14.103019,-38.596157
monks-2,-14.930122,-36.41197
monks-2,-8.83105,-40.52584
monks-2,2.2602654,-26.571314
monks-2,-27.005968,-23.464869
monks-2,27.300722,-28.391516
monks-2,-19.302526,-27.746464
monks-2,-6.4648223,-34.95526
monks-2,17.097443,-33.742493
monks-2,-14.073266,-34.187164
monks-2,-13.906702,-31.899048
monks-2,-3.639049,-36.270615
monks-2,-31.1423,-16.214785
monks-2,-6.949491,-35.94312
monks-2,5.9093885,-32.34157
monks-2,-21.862167,-27.295485
monks-2,-25.156555,-26.552927
monks-2,-36.20749,-13.745576
monks-2,-13.406901,-40.059326
monks-2,5.819938,-34.28676
monks-2,-35.114685,-11.117027
monks-2,-34.63653,-13.99464
monks-2,18.441423,-32.625996
monks-2,-36.041443,-11.392845
monks-2,-18.318228,-24.465103
monks-2,-16.31477,-32.774246
monks-2,8.2122555,-2.8766804
monks-2,28.053917,-26.758175
monks-2,19.41746,-28.645634
monks-2,-33.578815,-19.759203
monks-2,-18.535494,-28.700262
monks-2,28.127827,-25.790365
monks-2,-16.339094,-29.902063
monks-2,3.0102074,-27.610298
monks-2,-27.975058,-23.6993
monks-2,-31.658194,-16.86503
monks-2,11.34001,-1.1472925
monks-2,-11.609876,-39.67952
monks-2,25.295965,-28.016989
monks-2,34.526608,-18.883396
monks-2,-30.347088,-17.947773
monks-2,18.925932,-29.637117
monks-2,-5.3075843,-38.154137
monks-2,0.23813415,-34.590775
monks-2,1.4173406,-34.889194
monks-2,34.046177,-19.21454
monks-2,18.182951,-31.683979
monks-2,3.844384,-34.386433
monks-2,6.578051,-33.498512
monks-2,-25.185987,-24.880632
monks-2,-17.646355,-25.366774
monks-2,-15.073137,-38.317432
monks-2,2.128473,-34.22207
optical,-13.632481,31.848362
optical,-3.7585917,9.593058
optical,-12.029372,43.68433
optical,8.533378,2.8785717
optical,-17.750927,23.95955
optical,-34.282875,-10.037463
optical,-19.51104,2.0859425
optical,-10.463056,17.481762
optical,-21.274122,22.661787
optical,-28.484795,0.94640917
optical,-18.097942,49.04152
optical,-20.196598,37.768707
optical,-26.186768,0.5455704
optical,-24.564814,3.9082422
optical,-18.006205,47.031864
optical,-5.056856,14.357472
optical,-18.009293,29.803078
optical,-12.692758,44.113533
optical,-24.28245,0.7332628
optical,-22.554768,45.389927
optical,-17.334892,41.17553
optical,-20.585571,24.464903
optical,-9.042358,14.26102
optical,-15.497058,26.804565
optical,-26.803015,8.560076
optical,-20.408627,23.288313
optical,-18.27736,44.796413
optical,-11.691962,32.58107
optical,-6.262759,1.763164
optical,-7.360269,1.528164
optical,-8.171902,37.42083
optical,-17.585917,42.232983
optical,-12.838391,40.58485
optical,-9.969423,34.386612
optical,-29.873716,14.258556
optical,-21.483833,24.041365
optical,-24.629486,1.8749866
optical,-8.357747,14.898979
optical,-31.774035,10.736477
optical,-33.431576,11.81425
optical,-31.14876,11.380913
optical,-25.18411,5.2598734
optical,-14.366206,38.180138
optical,-19.963156,0.008422174
optical,-10.707905,41.92381
optical,-30.353773,12.527304
optical,-8.832603,16.261387
optical,-5.7297463,13.477403
optical,-25.800364,1.6200492
optical,-10.675995,41.28462
optical,-16.34555,47.36567
optical,-16.990229,29.632664
optical,-18.098558,28.753098
optical,-15.419191,30.017752
optical,-14.805276,31.15899
optical,-25.961737,7.0456533
optical,-15.603115,35.767277
optical,-15.330317,41.4529
optical,-18.295542,27.546736
optical,-24.850609,6.7894
optical,-10.604181,38.011173
optical,-9.633379,16.319038
optical,-10.592532,16.749748
optical,-15.986535,26.100092
optical,-29.29485,13.5923195
optical,-12.713914,39.05716
optical,-22.181053,38.591686
optical,-13.146762,36.38125
optical,-22.1327,1.920721
optical,-18.899681,47.373096
optical,-10.5808735,32.97231
optical,-13.714862,34.27413
optical,-27.130838,0.9711929
optical,-16.762615,48.08526
optical,6.4545746,14.307616
optical,-15.424904,27.682167
optical,5.762638,17.670464
optical,-18.914028,24.11154
optical,-10.136398,38.55957
optical,-27.557465,2.6468704
optical,-19.727495,0.7811627
optical,-21.551666,45.11338
optical,-9.422764,34.969406
optical,-31.728676,9.604381
optical,-31.308542,-9.801914
optical,-20.584965,26.925217
optical,-19.301907,46.35738
optical,-9.333491,-9.99938
optical,-19.06065,45.373665
optical,-22.093948,21.603855
optical,-16.151972,41.616737
optical,-9.744465,32.45691
optical,-30.671505,10.466471
optical,-11.151164,39.476597
optical,-15.1764145,39.752644
optical,-23.75797,3.9730532
optical,-20.676117,1.8433003
optical,-11.62735,37.164883
optical,-13.832729,36.850246
optical,-32.7466,12.186788
