feature_0,feature_1,feature_2,feature_3,label
0.706541,-1.41308,1.41308,-1.41308,0
0.706541,0.706541,-0.706541,0.706541,1
0.706541,1.41308,-0.706541,0.0,1
1.41308,-1.41308,0.0,-1.41308,1
-1.41308,-1.41308,0.0,0.0,0
1.41308,0.0,-0.706541,-1.41308,1
0.0,1.41308,0.706541,0.0,1
-0.706541,-1.41308,1.41308,0.0,0
-0.706541,0.706541,-1.41308,1.41308,1
0.706541,-0.706541,0.706541,1.41308,0
-0.706541,-1.41308,-0.706541,0.0,0
0.706541,-1.41308,1.41308,1.41308,0
-0.706541,0.706541,-1.41308,-1.41308,1
1.41308,0.706541,0.0,0.0,1
0.0,1.41308,0.0,-0.706541,1
1.41308,-0.706541,0.0,1.41308,0
-0.706541,-1.41308,0.706541,-0.706541,0
0.0,-0.706541,-0.706541,1.41308,0
-0.706541,1.41308,-0.706541,0.706541,1
-1.41308,0.706541,-1.41308,0.706541,0
-0.706541,1.41308,0.706541,-0.706541,1
-0.706541,0.0,1.41308,0.706541,0
0.706541,0.0,1.41308,0.0,0
1.41308,1.41308,-1.41308,1.41308,1
-1.41308,-1.41308,-1.41308,-0.706541,0
1.41308,0.0,1.41308,-1.41308,1
1.41308,0.0,1.41308,0.706541,0
0.706541,-1.41308,-0.706541,1.41308,0
1.41308,-0.706541,0.706541,-0.706541,1
-1.41308,0.706541,1.41308,-0.706541,0
0.0,1.41308,0.0,0.0,1
-1.41308,-0.706541,-1.41308,-0.706541,0
0.706541,0.706541,0.0,0.706541,1
1.41308,-0.706541,-0.706541,0.0,1
0.706541,0.706541,-0.706541,-0.706541,1
-1.41308,0.706541,0.706541,-1.41308,0
0.0,0.706541,0.0,0.706541,0
1.41308,0.0,-1.41308,0.0,1
0.706541,-0.706541,0.706541,0.706541,0
0.0,0.0,0.706541,-1.41308,1
0.0,-0.706541,0.0,0.706541,0
0.0,-0.706541,0.706541,0.0,0
0.706541,-0.706541,-1.41308,-1.41308,1
0.706541,-0.706541,1.41308,0.0,0
1.41308,0.0,0.0,-0.706541,1
0.0,1.41308,1.41308,1.41308,0
0.0,0.0,0.706541,0.706541,0
0.0,1.41308,-1.41308,0.706541,1
1.41308,1.41308,-0.706541,0.0,1
0.0,0.0,0.706541,-0.706541,1
-0.706541,0.706541,1.41308,0.0,0
1.41308,-1.41308,-0.706541,-1.41308,1
0.706541,-1.41308,0.706541,-0.706541,0
0.706541,0.0,0.0,-0.706541,1
-0.706541,-0.706541,0.0,-1.41308,1
1.41308,-0.706541,1.41308,-1.41308,1
0.706541,-0.706541,0.0,0.0,0
1.41308,-1.41308,0.706541,-0.706541,0
-1.41308,-0.706541,-1.41308,0.706541,0
-1.41308,-0.706541,-0.706541,-1.41308,0
-0.706541,-1.41308,0.706541,0.706541,0
0.0,-0.706541,-1.41308,0.0,1
0.706541,-0.706541,1.41308,0.706541,0
0.706541,-0.706541,0.0,0.706541,0
0.0,-0.706541,0.0,-0.706541,0
0.0,0.706541,-0.706541,0.706541,1
0.706541,0.706541,-1.41308,-1.41308,1
-1.41308,0.706541,-0.706541,0.706541,0
-0.706541,0.706541,0.0,0.0,0
0.0,-1.41308,0.0,-1.41308,0
0.0,-0.706541,0.706541,1.41308,0
-0.706541,1.41308,0.0,0.706541,0
0.706541,-0.706541,0.0,1.41308,0
-1.41308,0.0,-0.706541,0.0,0
0.0,-1.41308,-1.41308,1.41308,0
1.41308,0.706541,1.41308,0.706541,0
0.0,0.706541,-1.41308,-0.706541,1
-0.706541,0.0,-0.706541,1.41308,0
-0.706541,0.0,-1.41308,-1.41308,1
0.706541,-0.706541,1.41308,1.41308,0
0.0,-1.41308,0.706541,1.41308,0
-1.41308,0.0,0.706541,-1.41308,0
0.706541,0.706541,0.706541,1.41308,0
0.706541,0.0,-0.706541,-1.41308,1
1.41308,-1.41308,0.706541,-1.41308,1
0.0,0.0,0.0,-0.706541,1
1.41308,-0.706541,-1.41308,0.706541,1
1.41308,1.41308,0.0,0.706541,1
1.41308,1.41308,0.0,1.41308,1
-1.41308,-1.41308,-1.41308,0.0,0
0.0,1.41308,0.706541,-1.41308,1
0.0,1.41308,-0.706541,1.41308,1
0.706541,-1.41308,-1.41308,0.706541,0
-1.41308,1.41308,-0.706541,0.0,0
-0.706541,0.706541,0.706541,1.41308,0
0.0,-0.706541,1.41308,1.41308,0
0.0,0.0,1.41308,0.0,0
0.0,0.0,-1.41308,0.706541,1
-0.706541,1.41308,-0.706541,-0.706541,1
-0.706541,1.41308,-0.706541,1.41308,0
0.706541,0.0,0.0,0.0,1
-1.41308,1.41308,-0.706541,-1.41308,1
0.706541,1.41308,-0.706541,1.41308,1
0.706541,-0.706541,0.706541,-0.706541,0
-1.41308,0.706541,0.0,0.0,0
1.41308,-1.41308,1.41308,0.0,0
0.706541,0.706541,0.0,-0.706541,1
-1.41308,1.41308,0.0,1.41308,0
-0.706541,-1.41308,0.0,1.41308,0
1.41308,0.0,-1.41308,1.41308,1
0.0,1.41308,-1.41308,1.41308,1
0.706541,-1.41308,-1.41308,-0.706541,1
-1.41308,0.0,0.0,0.0,0
-0.706541,-0.706541,-1.41308,-0.706541,1
-1.41308,0.706541,-0.706541,1.41308,0
-0.706541,-1.41308,0.0,-0.706541,0
1.41308,0.0,0.706541,1.41308,0
-1.41308,-1.41308,-1.41308,-1.41308,0
1.41308,-0.706541,0.706541,-1.41308,1
1.41308,-1.41308,-1.41308,-1.41308,1
-0.706541,0.0,0.0,0.0,0
0.0,0.706541,-0.706541,-0.706541,1
-1.41308,0.706541,-0.706541,-0.706541,0
-1.41308,0.706541,-1.41308,-1.41308,1
1.41308,0.0,0.0,-1.41308,1
-0.706541,-1.41308,0.0,0.0,0
0.706541,0.706541,-0.706541,1.41308,1
0.0,0.706541,-0.706541,1.41308,1
1.41308,-1.41308,1.41308,-0.706541,0
0.706541,1.41308,-1.41308,-0.706541,1
1.41308,-1.41308,1.41308,-1.41308,0
-1.41308,0.706541,-1.41308,-0.706541,1
0.706541,0.706541,0.706541,0.0,1
-0.706541,0.706541,0.706541,0.0,0
-1.41308,0.706541,1.41308,1.41308,0
1.41308,0.706541,0.0,-0.706541,1
0.0,0.706541,0.0,0.0,1
0.0,-0.706541,0.706541,0.706541,0
0.0,-1.41308,0.706541,-0.706541,0
-1.41308,0.706541,0.0,-1.41308,1
-0.706541,0.706541,0.0,1.41308,0
0.0,-1.41308,-1.41308,0.706541,0
1.41308,-1.41308,0.706541,1.41308,0
-0.706541,-1.41308,1.41308,1.41308,0
0.0,-1.41308,1.41308,0.706541,0
0.0,0.0,-0.706541,0.706541,1
-0.706541,-0.706541,0.706541,1.41308,0
1.41308,-1.41308,1.41308,1.41308,0
1.41308,1.41308,-0.706541,-1.41308,1
1.41308,0.706541,-1.41308,1.41308,1
-0.706541,0.0,1.41308,1.41308,0
-0.706541,1.41308,0.706541,0.706541,0
0.706541,0.706541,1.41308,0.0,1
-0.706541,-0.706541,0.706541,0.0,0
-1.41308,-0.706541,-0.706541,0.0,0
-1.41308,-0.706541,1.41308,0.706541,0
-0.706541,1.41308,1.41308,-1.41308,1
0.706541,1.41308,0.706541,-0.706541,1
-0.706541,0.0,0.706541,1.41308,0
-0.706541,0.0,-0.706541,0.0,0
-1.41308,-1.41308,-0.706541,1.41308,0
0.706541,1.41308,-1.41308,-1.41308,1
0.706541,0.0,-0.706541,1.41308,1
1.41308,-1.41308,0.706541,0.0,0
1.41308,1.41308,0.0,-1.41308,1
0.706541,-1.41308,1.41308,-0.706541,0
0.0,-0.706541,1.41308,-1.41308,1
0.706541,0.706541,-1.41308,0.0,1
-1.41308,-1.41308,0.706541,1.41308,0
-0.706541,-1.41308,0.706541,-1.41308,0
0.706541,-1.41308,0.706541,0.706541,0
0.706541,0.706541,-1.41308,1.41308,1
0.0,0.0,0.706541,1.41308,0
1.41308,0.0,1.41308,0.0,0
0.706541,-0.706541,0.0,-1.41308,1
0.706541,-0.706541,-1.41308,1.41308,1
0.706541,0.0,-1.41308,0.706541,1
-0.706541,0.706541,0.706541,-1.41308,1
-0.706541,0.706541,-1.41308,-0.706541,1
0.706541,-0.706541,0.706541,0.0,0
-1.41308,-1.41308,1.41308,0.706541,0
0.0,0.0,1.41308,1.41308,0
1.41308,0.706541,-0.706541,-0.706541,1
1.41308,0.706541,1.41308,-0.706541,1
0.0,-1.41308,-0.706541,0.0,0
0.706541,1.41308,0.0,1.41308,1
-1.41308,-0.706541,0.706541,-0.706541,0
-0.706541,-0.706541,1.41308,1.41308,0
-1.41308,-0.706541,0.0,-0.706541,0
-1.41308,1.41308,-0.706541,1.41308,0
-1.41308,0.0,-0.706541,-0.706541,0
-0.706541,1.41308,0.0,0.0,1
0.706541,-1.41308,1.41308,0.0,0
-1.41308,-1.41308,-0.706541,0.0,0
0.0,-0.706541,-1.41308,-1.41308,1
-0.706541,-1.41308,-0.706541,0.706541,0
0.0,-0.706541,-0.706541,-0.706541,1
1.41308,0.706541,1.41308,0.0,1
-0.706541,-1.41308,0.0,-1.41308,0
-1.41308,0.0,1.41308,-0.706541,0
-1.41308,-1.41308,-0.706541,-0.706541,0
-1.41308,0.706541,1.41308,0.0,0
-0.706541,-0.706541,0.0,0.706541,0
0.706541,-1.41308,0.706541,1.41308,0
0.706541,0.0,-0.706541,0.0,1
-0.706541,0.0,1.41308,0.0,0
-1.41308,-1.41308,-0.706541,0.706541,0
0.0,-0.706541,1.41308,0.0,0
-0.706541,-0.706541,1.41308,0.706541,0
0.706541,1.41308,1.41308,0.706541,0
-0.706541,1.41308,-1.41308,-1.41308,1
0.0,-1.41308,0.706541,0.0,0
0.0,1.41308,0.0,1.41308,0
0.0,-1.41308,0.706541,-1.41308,0
-1.41308,1.41308,-1.41308,0.0,1
-1.41308,1.41308,0.706541,-0.706541,0
-1.41308,-0.706541,1.41308,-1.41308,0
1.41308,-0.706541,1.41308,1.41308,0
-1.41308,-0.706541,1.41308,-0.706541,0
0.0,1.41308,-1.41308,-1.41308,1
-0.706541,-0.706541,-0.706541,1.41308,0
-1.41308,0.0,1.41308,0.706541,0
1.41308,-0.706541,0.706541,0.0,0
0.706541,-1.41308,-1.41308,1.41308,0
0.706541,0.706541,-1.41308,-0.706541,1
-1.41308,0.0,0.706541,0.0,0
-0.706541,-1.41308,-0.706541,1.41308,0
-1.41308,-0.706541,-1.41308,0.0,0
-0.706541,0.0,-0.706541,-1.41308,1
0.0,0.706541,0.0,-0.706541,1
-0.706541,1.41308,-0.706541,-1.41308,1
1.41308,0.0,-1.41308,0.706541,1
-1.41308,1.41308,0.0,0.706541,0
1.41308,-1.41308,-1.41308,0.706541,1
0.706541,-1.41308,0.0,-0.706541,0
-0.706541,0.0,-1.41308,0.0,1
-1.41308,-0.706541,-0.706541,-0.706541,0
0.706541,-1.41308,0.706541,-1.41308,0
-0.706541,1.41308,1.41308,1.41308,0
1.41308,-1.41308,0.0,1.41308,0
-0.706541,-0.706541,-1.41308,1.41308,0
0.706541,-0.706541,-1.41308,0.706541,1
-0.706541,-0.706541,-1.41308,0.0,1
0.706541,0.0,0.706541,-0.706541,1
0.0,1.41308,1.41308,0.706541,0
-1.41308,-1.41308,-1.41308,0.706541,0
-0.706541,-0.706541,0.706541,-0.706541,0
0.706541,-1.41308,-1.41308,-1.41308,1
-1.41308,1.41308,-1.41308,-0.706541,1
0.706541,1.41308,-0.706541,-0.706541,1
1.41308,1.41308,0.706541,0.706541,1
0.0,-0.706541,1.41308,-0.706541,0
-1.41308,1.41308,0.706541,0.706541,0
1.41308,0.0,0.706541,-1.41308,1
-0.706541,0.706541,0.706541,-0.706541,0
1.41308,-1.41308,0.0,0.706541,0
1.41308,-0.706541,-0.706541,1.41308,0
0.0,1.41308,0.706541,1.41308,0
0.0,0.706541,0.706541,1.41308,0
1.41308,1.41308,1.41308,0.706541,1
0.0,0.706541,-1.41308,1.41308,1
-1.41308,0.706541,0.706541,0.0,0
0.0,0.706541,-0.706541,0.0,1
-1.41308,0.0,0.706541,-0.706541,0
1.41308,-1.41308,0.706541,0.706541,0
1.41308,-0.706541,-1.41308,-0.706541,1
1.41308,1.41308,-1.41308,0.0,1
0.0,-1.41308,1.41308,0.0,0
0.706541,0.0,0.706541,-1.41308,1
1.41308,-1.41308,-0.706541,0.706541,0
1.41308,0.706541,-0.706541,-1.41308,1
-1.41308,1.41308,1.41308,1.41308,0
-1.41308,0.0,-1.41308,-0.706541,1
-1.41308,-1.41308,0.706541,0.0,0
1.41308,0.706541,-1.41308,0.706541,1
1.41308,-0.706541,-1.41308,1.41308,1
0.706541,1.41308,1.41308,1.41308,0
-0.706541,1.41308,-1.41308,1.41308,1
-1.41308,-1.41308,-0.706541,-1.41308,0
-1.41308,1.41308,-0.706541,0.706541,0
-0.706541,-1.41308,1.41308,-1.41308,0
-0.706541,0.706541,0.706541,0.706541,0
0.706541,0.706541,-1.41308,0.706541,1
-1.41308,0.0,1.41308,1.41308,0
0.0,0.0,-0.706541,0.0,1
-0.706541,1.41308,-0.706541,0.0,1
-1.41308,1.41308,-1.41308,0.706541,1
0.706541,-0.706541,-1.41308,-0.706541,1
-0.706541,-1.41308,-1.41308,0.706541,0
-0.706541,-0.706541,1.41308,0.0,0
0.0,0.0,-0.706541,1.41308,0
-1.41308,-0.706541,1.41308,0.0,0
-1.41308,0.706541,1.41308,0.706541,0
0.706541,-0.706541,0.706541,-1.41308,1
-0.706541,0.706541,-0.706541,-1.41308,1
0.706541,0.706541,0.706541,-1.41308,1
-1.41308,0.706541,0.0,0.706541,0
-0.706541,0.706541,0.0,-1.41308,1
0.706541,0.0,1.41308,0.706541,0
1.41308,1.41308,-0.706541,0.706541,1
1.41308,0.706541,1.41308,1.41308,0
1.41308,-1.41308,-0.706541,1.41308,0
-1.41308,-0.706541,-0.706541,1.41308,0
1.41308,1.41308,-0.706541,1.41308,1
-0.706541,-1.41308,-1.41308,0.0,0
0.706541,-0.706541,1.41308,-0.706541,0
1.41308,0.0,0.706541,-0.706541,1
0.706541,-0.706541,-0.706541,0.0,1
0.706541,1.41308,0.0,0.0,1
1.41308,1.41308,0.0,-0.706541,1
0.706541,0.0,1.41308,-1.41308,1
-0.706541,0.0,-0.706541,0.706541,0
-1.41308,-0.706541,-1.41308,-1.41308,1
-0.706541,-0.706541,-0.706541,0.706541,0
-1.41308,0.0,0.0,-1.41308,0
1.41308,0.0,1.41308,-0.706541,1
1.41308,0.706541,1.41308,-1.41308,1
-1.41308,-1.41308,0.0,1.41308,0
0.0,0.706541,0.706541,-0.706541,1
0.706541,1.41308,1.41308,-0.706541,1
0.0,-1.41308,1.41308,1.41308,0
0.0,-1.41308,1.41308,-1.41308,0
-0.706541,-0.706541,-1.41308,0.706541,0
1.41308,0.0,0.0,0.706541,1
-1.41308,0.706541,-0.706541,-1.41308,1
-0.706541,0.706541,0.0,-0.706541,1
-1.41308,0.706541,0.706541,1.41308,0
-0.706541,0.0,1.41308,-0.706541,0
0.706541,-0.706541,0.0,-0.706541,1
0.706541,1.41308,0.706541,0.0,1
1.41308,0.706541,-0.706541,1.41308,1
-0.706541,0.0,0.706541,-1.41308,1
