feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-0.0280141,0.733334,0.1853,-0.0655766,-0.597341,0.596407,-0.141259,0.454367,-0.548359,-0.227378,0.349033,0.237241,0.380503,-0.024387,-0.0486483,0.825585,0.510068,0.875465,-0.0740156,0.140148,1
0.50525,-1.24451,0.123652,0.673288,0.0155067,0.12799,0.271495,0.282386,0.316826,0.802888,-0.451946,-0.339247,-0.529938,0.383825,-1.54221,0.35317,-0.0481489,1.18079,-1.40239,0.490972,1
-0.179464,-0.150814,0.223361,0.908025,-0.234311,0.349698,0.189131,0.282259,0.349659,0.0376453,-0.175984,0.221426,0.379439,-0.106093,0.39863,-0.491789,1.08471,1.02825,0.700968,0.65086,1
-0.362417,0.338639,0.359775,0.914855,-0.488769,1.69238,-0.036177,0.296997,1.11678,0.945681,0.164515,1.03024,-0.0909843,-0.492453,0.184462,-0.385508,-0.764953,0.828814,0.975075,1.02802,1
-0.743852,-1.24293,-1.87804,-0.232903,1.44881,-0.767175,1.27973,-0.701872,0.563625,-0.595657,0.948308,-1.6323,-0.650062,0.218767,-1.49772,-2.30342,0.300239,-1.95979,-0.51425,-1.40611,0
0.467561,-0.595836,0.359898,-0.241503,-0.213652,-0.506536,-0.137472,-0.0132523,-0.222688,-0.0453649,-0.0315436,0.825528,0.98081,-0.0223602,0.0257526,0.602569,-0.0799929,-0.652377,1.80629,-0.822743,1
1.84431,-0.0533927,-0.535264,-2.16815,0.0764037,-0.63017,-0.324112,0.894661,0.898307,-1.27935,-0.218257,-2.00376,-1.01556,-0.385412,1.01845,-3.66995,-2.69423,-2.26481,0.0135579,-0.824333,0
1.28378,1.1125,-1.65251,1.57714,1.17147,-0.678554,0.184662,0.0633454,2.89726,1.75217,0.0317394,-2.21519,1.83475,-0.908076,-0.072514,-0.701365,-1.08876,0.207303,-2.80971,-1.03601,0
0.358093,0.0896024,0.918736,0.45493,1.35836,-0.410701,-0.137845,-0.0494954,0.897751,-0.102228,0.527655,-0.430056,-0.339116,1.49078,-0.682863,0.857258,-0.730329,0.212828,0.597658,0.126023,1
-0.67403,0.381107,0.743522,1.78702,-0.441666,0.672963,-0.00812219,0.694786,0.701435,0.195162,0.408552,-0.681776,-0.00752313,0.958299,0.341988,0.369908,0.135396,-0.155782,-0.327013,0.377466,1
0.362512,0.379586,0.846618,0.726471,-0.0342661,-0.743853,-0.279174,-0.256708,0.361385,-0.244006,0.520944,0.248789,-1.18818,0.730473,0.280548,0.292811,0.331388,0.747419,0.75387,0.532391,1
0.963137,-0.699406,0.0907029,1.16983,-0.240413,0.508097,0.922157,-0.0909885,0.0525617,0.576577,-0.438085,-0.0462332,-0.688914,0.371474,-0.021044,0.503382,1.1889,0.675477,0.529339,0.493899,1
1.22412,-0.670376,-1.11061,-0.06115,1.1688,-0.186816,0.230716,0.731092,1.41147,-0.357351,-0.167956,-1.09365,0.294226,0.797801,0.881114,-0.388059,-0.436468,0.690762,0.2473,-0.860854,1
0.664845,0.461415,-0.639407,-0.182819,-0.378353,-0.452057,-0.0559147,0.702629,-0.374384,0.0260315,0.75639,1.06338,-0.743846,-0.515065,0.607812,-0.104063,-0.262716,0.431968,-0.709291,-0.123639,1
-2.17919,0.301243,0.537822,-1.44282,-0.229035,2.40931,-2.87859,0.88783,-0.84848,-1.54386,0.854732,-1.66129,-0.651313,-3.26355,-1.49043,0.516014,-0.217478,-1.58793,-0.121353,1.94224,0
-0.839243,-0.924737,0.168918,-0.163152,1.05196,-0.217414,0.0716355,-0.071001,0.679526,-0.0514574,0.849777,1.43936,0.300858,0.697537,-0.682053,-0.232807,0.354197,0.447068,0.0536664,0.970318,1
0.967619,-0.834098,-2.0761,0.0202997,-0.0167217,0.0874424,-0.104825,0.826539,-1.11546,-1.55059,-1.86832,-0.794237,-1.05179,-0.781274,1.33961,-0.442196,-1.69468,-0.148293,-0.262724,2.27194,0
-1.43842,1.67066,-0.731726,-0.0234605,-0.400665,-1.4129,-0.00806012,1.04355,-2.17684,-0.970789,1.69698,-1.41177,-2.80279,-0.167277,0.123458,-0.155772,0.502107,-1.17831,0.0163725,-0.89203,0
0.62665,-0.248426,-0.421821,1.75332,-0.114932,-2.47187,0.630002,-1.1292,-1.54845,0.552271,1.81859,0.882637,2.67099,-0.44951,-2.77575,-0.475548,-0.493459,0.46358,-0.631057,0.485628,0
-0.506797,-0.54665,1.35933,0.111108,-1.6256,-1.92472,1.92381,-1.17683,-1.32393,0.419886,0.0556979,-0.473171,-1.05179,-1.76979,-1.10247,1.41996,-0.0423361,0.953791,1.62935,0.35208,0
0.231516,0.0555016,-0.755621,0.771685,0.182878,0.610835,-0.297236,0.363917,-0.637476,-0.279799,1.29182,-0.0130346,-0.225123,-0.751062,0.985737,0.569217,-0.833569,-0.273946,-1.16878,-0.440297,1
-2.63341,-0.0544069,0.744507,3.11773,-0.542038,-0.0381195,-0.985077,-1.09789,-0.818116,-1.73629,-0.924091,-2.13109,-2.56798,-1.97259,-0.706044,-0.70796,2.38463,-0.171005,-0.897104,-1.03048,0
-0.373528,0.241408,0.647878,1.36257,-1.01707,0.379239,0.319474,-1.31206,-0.431347,-0.270597,-0.576505,-0.321737,-0.0217879,-0.117557,1.07067,0.355908,0.544755,0.530366,0.87797,-0.20915,1
1.24243,0.378889,-0.887417,-0.657035,-3.452,0.10299,0.01385,2.55014,0.909477,-2.66653,-0.0932587,-1.18427,0.0667411,-1.04026,-0.0459066,0.911208,-0.571615,1.54314,0.223888,-0.0408637,0
-2.76845,0.136253,0.676146,0.769156,0.178047,0.464563,1.96323,-1.01117,0.340895,0.591491,-0.0192508,-1.40436,-0.207605,-1.38685,1.36048,0.520556,-0.447651,1.03494,-0.575724,-0.0621778,0
0.974248,0.654167,-0.0856198,-0.637874,-0.016086,0.600884,0.170572,0.593267,-0.353463,0.635281,-0.611063,0.515381,0.186302,0.344682,-0.203058,-0.0388504,-0.186961,0.209697,0.331355,-0.496668,1
-0.645937,0.705001,-0.473985,-0.520379,0.716712,-0.164055,-0.106625,-0.500795,-0.0474786,0.00800785,0.506958,0.501951,-0.418322,0.867283,-0.353979,0.653905,-0.115817,0.521465,-0.146109,-0.900555,1
0.00980119,0.98066,-0.407657,-0.19066,0.00253907,-0.700818,-0.0277978,0.356706,-0.0486512,-0.0207411,0.174361,-0.59448,0.799623,-0.972871,0.0832046,0.425538,-0.456055,0.0229062,0.526589,-0.755492,1
0.298434,-0.0615059,-0.30068,-0.415089,-0.417638,0.588819,-0.799058,0.613002,-0.487138,0.461962,0.551425,0.224815,0.529844,-0.227891,0.420564,-0.565277,0.429005,1.21786,0.535352,-0.321638,1
-0.0456906,-0.808617,0.422409,0.218928,0.432378,-0.247949,0.925571,0.849373,1.19997,-1.21246,0.601976,0.917279,0.218335,-0.0481387,-1.07337,0.181365,-0.177989,0.356588,0.0360749,0.313715,1
-0.177949,0.181827,0.171997,-0.549721,-0.0186287,1.2254,0.56334,0.158476,0.420631,-1.23016,0.24561,1.28127,-0.31434,0.341009,0.0492443,0.338982,0.578305,0.157644,0.854877,1.14821,1
-1.23128,0.698029,-0.342251,-0.0394596,-1.09437,-0.508153,0.265723,-0.295671,-1.32307,-2.82056,-0.227288,0.00215268,1.50635,-2.28485,-2.111,-0.118063,0.18411,1.27698,-1.48888,-0.725461,0
-0.575798,-1.42173,-0.0922711,-0.253391,1.77739,-0.336757,-0.920712,0.151645,-1.55432,-1.60155,-1.29758,-1.23291,-0.834252,-0.81706,-1.96463,2.10351,-0.67852,-2.00982,-1.47135,1.14134,0
0.116366,0.00301933,-0.448365,0.701619,0.685501,0.000500572,1.19408,-0.341781,-0.0621051,-0.396064,0.145574,0.981479,-0.109879,0.455967,0.650247,0.0946232,0.180508,0.2604,-0.158966,0.469022,1
-0.0523825,0.809015,1.09457,-0.744113,1.19709,-0.680544,0.38477,-0.0673324,-1.58857,0.72413,2.45399,-2.46119,-2.07741,-1.73837,-0.436792,-0.554077,-1.12471,-2.35332,0.376518,-0.53128,0
1.13883,-0.60959,-1.4901,0.788254,0.835709,-1.21121,-1.31665,-0.493964,-0.960246,-2.04142,0.950503,-1.14141,1.38542,2.65157,0.733808,-0.112774,1.89338,0.342838,0.756685,0.220251,0
1.97013,1.93593,1.46766,0.110033,-0.354897,-0.716428,-1.42328,-0.381376,2.63991,2.3599,-0.437019,-0.989412,0.658227,-1.9294,-1.06658,-1.41814,2.87353,-1.03517,-3.18233,-1.52267,0
-0.886969,-0.892538,0.799689,-0.820377,1.06436,1.819,0.888888,1.62926,-0.675554,-0.739528,-0.96166,0.131809,-0.139722,1.18815,2.63608,-2.62413,-1.17046,-0.304024,0.152626,0.918909,0
-1.07813,0.799127,1.24946,-0.664877,-3.00099,-1.28833,0.214889,-1.29372,-0.039147,-0.018266,0.33398,0.337151,-0.229753,-1.13248,-1.35609,1.9009,-0.0629336,-0.768147,-0.0504111,-0.0949443,0
1.01225,-0.543417,0.00454312,0.493125,0.728281,-0.524136,-0.0341288,-0.224386,0.50154,-0.6166,0.119044,0.382336,0.0483471,0.127244,0.628438,-1.24248,0.498821,-0.103115,-0.162485,1.11042,1
0.726271,0.443604,0.769265,0.447405,1.38633,-1.03266,0.791007,0.62173,0.576956,0.234509,-1.66837,-0.725392,-0.759425,-1.14572,1.67946,-1.85278,-0.871289,0.641348,2.75853,-1.71628,0
0.716675,-0.274858,-0.220679,0.402,0.764896,-0.370712,0.857668,-0.203893,-0.323037,-1.27662,-0.0904364,1.79506,-0.434214,-1.06072,0.711749,-0.890094,0.507667,-0.21158,0.381315,1.27622,1
-1.28633,-0.525733,-0.943645,1.14339,0.701329,1.07888,-1.51768,-0.0798562,-0.213986,-1.93264,-0.622478,-0.434575,0.649843,-0.180578,1.01328,1.7044,-0.92689,0.573519,1.91612,-0.287599,0
0.960864,1.09291,-0.191918,0.451452,0.393793,0.762081,0.657932,-0.119135,-1.17403,0.690177,-0.353854,1.25824,0.860999,-0.127564,-0.508015,0.96273,0.554106,0.619065,1.00015,-0.355677,1
1.89419,0.442146,0.581241,-0.371835,-0.496015,1.17061,0.0818147,-0.399213,1.25792,-0.657914,1.65063,1.44111,0.909236,-0.231882,0.0940469,0.222932,-0.250585,0.667927,-0.773452,-0.235172,1
0.132527,0.0728689,0.16239,0.379614,-0.237108,-0.0101339,0.544409,0.761073,0.116314,1.88151,-1.50869,-1.47798,0.161902,0.68677,0.340991,-1.57289,0.738346,-2.88122,1.32639,-0.694476,0
0.175267,-0.485294,-0.177569,-3.68136,1.75749,0.312446,0.536279,-1.37221,1.41961,2.3613,-0.389792,0.249479,-1.06274,0.97179,0.450287,0.443708,-0.0812565,-2.9299,-0.976937,0.0882301,0
1.61464,-0.429325,1.3265,-0.246815,0.0353395,-0.786329,-0.385373,-1.67462,-1.71342,0.748246,0.376252,-1.22852,-0.459615,-2.58729,-1.51536,1.42594,-0.10773,-1.19722,-1.15803,1.17194,0
0.208347,-0.711069,0.199157,-0.038511,0.54451,-0.230474,0.910054,0.708385,0.103415,0.0497034,0.15749,0.531322,0.556122,0.050415,-0.609148,-0.0980267,-0.86137,-0.272841,0.0526429,0.349153,1
0.256326,2.18731,0.211967,-0.30493,1.15679,-0.23974,0.922219,2.02705,-1.15959,-0.752475,-1.37541,-1.22902,-0.21555,1.36949,0.297995,1.18232,-1.32778,2.53209,0.0330684,1.79705,0
-1.08779,2.01008,0.895826,-0.104404,-0.198968,0.847033,-0.979801,0.252151,-0.393639,1.22835,-0.331652,0.447478,1.50504,-2.35857,-0.420591,1.1369,-1.20407,-0.782633,-0.28684,0.857766,0
-2.37224,0.0470081,-1.09349,0.0233983,-1.83499,-0.31443,-1.74839,1.08789,1.43492,1.13385,-0.560825,-0.584816,-0.866285,-1.86188,0.371275,-0.291548,0.214121,0.615444,-1.46483,-1.54342,0
-1.90186,-1.0697,-0.613541,0.542513,-0.776091,4.06021,0.964115,-0.0466491,1.22176,-0.638431,-1.00124,-1.53898,-1.5784,-0.688864,0.77618,-1.57762,-2.21575,-0.265904,-0.5589,1.25415,0
0.996722,-0.307247,0.509554,0.912072,1.40228,-1.44654,-0.701735,-0.545072,-0.273541,0.768554,0.053879,-1.18772,0.782105,0.0408509,1.00948,0.899509,0.176465,-0.50837,-0.00678426,0.403934,1
0.598747,-1.63737,-0.00925229,-0.735766,-0.259229,-0.087996,-0.242678,-1.62971,-1.08361,-0.3029,1.62253,0.0897618,2.02545,-0.312004,0.96642,1.08948,-1.56547,-2.98656,-0.393604,-0.890821,0
-1.29075,0.0901094,0.102158,0.996051,-1.5757,-0.198819,-1.7433,-0.0809315,-1.22266,1.83125,1.26303,0.357421,-1.31056,0.207809,-2.09567,0.100659,-1.64388,0.267214,2.12914,-0.0365372,0
-2.51789,0.940284,1.75804,0.202423,0.853953,-1.45618,-2.12229,-0.973158,-0.446591,2.74779,-1.04633,-1.40104,0.35873,0.493463,-0.3966,0.504627,-1.75167,-0.68491,0.721886,0.44459,0
-0.12675,0.709501,0.224777,0.330985,0.122744,0.845167,-0.699811,0.456644,0.627686,0.315044,0.186466,-0.167229,-0.291504,0.419991,0.266714,0.0102455,-0.101854,0.519931,0.558445,0.837152,1
0.327348,0.735172,0.152782,0.069688,-1.05458,-0.340675,-0.617819,0.131214,0.612257,1.03707,-1.73209,-1.50076,0.249305,1.13438,-1.58097,-1.24465,-0.277817,-1.87919,-0.0660835,-0.5218,0
-0.516771,0.687253,-0.0234788,0.240808,-0.276583,-0.326993,0.288068,-0.240578,0.285845,0.463739,0.321185,1.35263,0.137377,1.08415,-0.037806,0.24608,-0.290959,-0.0409329,-0.467233,-0.0703853,1
1.46894,-0.126665,-0.2083,-0.740698,-0.733247,0.264436,1.15442,0.176376,-0.043282,-0.31775,-2.33658,1.85782,0.501878,2.43888,0.110248,0.257903,-0.917855,0.0376383,-1.13935,-1.80453,0
